No,ID,Full name, Total Mark, Final Mark, Midterm Mark, Other Mark
82,23127216,Van Anh Tran,5,5,6,8
83,23127217,Xuan Nguyen,5,5,6,8
84,23127218,Yen Le,5,5,6,8
85,23127219,Duc Tran,5,5,6,8
86,23127220,Hong Pham,5,5,6,8
87,23127221,Quang Nguyen,5,5,6,8
88,23127222,Huong Vo,5,5,6,8
89,23127223,Nam Le,5,5,6,8
90,23127224,Son Nguyen,5,5,6,8
91,23127225,Thanh Tran,5,5,6,8
92,23127226,Trung Pham,5,5,6,8
93,23127227,Anh Nguyen,5,5,6,8
94,23127228,Binh Tran,5,5,6,8
95,23127229,Chau Le,5,5,6,8
96,23127230,Dat Nguyen,5,5,6,8
97,23127231,Giang Tran,5,5,6,8
98,23127232,Hai Pham,5,5,6,8
99,23127233,Hien Nguyen,5,5,6,8
100,23127234,Hoai Le,5,5,6,8
101,23127235,Hung Tran,5,5,6,8
102,23127236,Khanh Nguyen,5,5,6,8
103,23127237,Linh Tran,5,5,6,8
104,23127238,Minh Le,5,5,6,8
105,23127239,Nga Nguyen,5,5,6,8
106,23127240,Phong Tran,5,5,6,8
107,23127241,Phuong Nguyen,5,5,6,8
108,23127242,Quan Le,5,5,6,8
109,23127243,Son Tran,5,5,6,8
110,23127244,Thanh Nguyen,5,5,6,8
111,23127245,Thu Le,5,5,6,8
112,23127246,Trung Nguyen,5,5,6,8
113,23127247,Tuan Anh Tran,5,5,6,8
114,23127248,Tuyen Nguyen,5,5,6,8
115,23127249,Van Tran,5,5,6,8
116,23127250,Xuan Nguyen,5,5,6,8
117,23127301,Quy Tran,5,5,6,8
118,23127302,Hoa Nguyen,5,5,6,8
119,23127303,Minh Le,5,5,6,8
120,23127304,Anh Pham,5,5,6,8
121,23127305,Tuan Tran,5,5,6,8
122,23127306,Huyen Vo,5,5,6,8
123,23127307,Nam Nguyen,5,5,6,8
124,23127308,Linh Do,5,5,6,8
125,23127309,Hai Truong,5,5,6,8
126,23127310,Mai Nguyen,5,5,6,8
127,23127311,Duc Phan,5,5,6,8
128,23127312,Thu Tran,5,5,6,8
129,23127313,Quang Nguyen,5,5,6,8
130,23127314,My Le,5,5,6,8
131,23127315,Khanh Vo,5,5,6,8
132,23127316,Hoa Nguyen,5,5,6,8
133,23127317,Dat Tran,5,5,6,8
134,23127318,Trang Do,5,5,6,8
135,23127319,Binh Nguyen,5,5,6,8
136,23127320,An Le,5,5,6,8
137,23127321,Dung Pham,5,5,6,8
138,23127322,Thanh Tran,5,5,6,8
139,23127323,Nhat Nguyen,5,5,6,8
140,23127324,Lan Vo,5,5,6,8
141,23127325,Long Do,5,5,6,8
142,23127326,Hien Le,5,5,6,8
143,23127327,Phuong Tran,5,5,6,8
144,23127328,Hoang Nguyen,5,5,6,8
145,23127329,Hieu Pham,5,5,6,8
146,23127330,Hoa Nguyen,5,5,6,8
147,23127331,Duc Le,5,5,6,8
148,23127332,Thuy Tran,5,5,6,8
149,23127333,Minh Do,5,5,6,8
150,23127334,Tram Pham,5,5,6,8
151,23127335,Kien Nguyen,5,5,6,8
152,23127336,Hong Nguyen,5,5,6,8
153,23127337,Anh Le,5,5,6,8
154,23127338,Linh Vo,5,5,6,8
155,23127339,Tu Tran,5,5,6,8
156,23127340,Phuc Nguyen,5,5,6,8
157,23127341,Hien Pham,5,5,6,8
158,23127342,Thanh Le,5,5,6,8
159,23127343,Duong Tran,5,5,6,8
160,23127344,Hoa Nguyen,5,5,6,8
161,23127345,Bao Do,5,5,6,8
162,23127346,Lan Nguyen,5,5,6,8
163,23127347,Minh Nguyen,5,5,6,8
164,23127348,Anh Tran,5,5,6,8
165,23127349,Tien Le,5,5,6,8
166,23127350,Phuong Pham,5,5,6,8
